acousticness,danceability,duration_ms,energy,explicit,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,valence,year
0.00933,0.625,284027,0.756,0,0.00134,7,0.324,-6.954,1,51,0.231,123.948,0.673,2014
0.443,0.503,198947,0.659,0,0,0,0.153,-6.829,1,52,0.0356,101.668,0.33,2014
0.000325,0.458,189009,0.958,0,0.000377,2,0.355,-4.012,1,50,0.198,160.121,0.352,2014
0.346,0.667,215067,0.522,0,0.0234,5,0.0806,-7.334,1,52,0.0285,117.516,0.801,2014
0.00395,0.676,235020,0.925,0,6.70E-06,8,0.279,-2.451,1,57,0.109,163.953,0.797,2014
0.637,0.661,210369,0.381,0,8.16E-05,4,0.0976,-8.052,0,57,0.0355,86.078,0.19,2014
0.124,0.746,245453,0.882,0,8.51E-06,9,0.0549,-6.936,0,58,0.0409,140.017,0.906,2014
0.405,0.481,253200,0.677,0,0,1,0.0647,-6.862,1,58,0.19,92.283,0.362,2014
0.0195,0.702,224067,0.545,1,0,9,0.282,-8.491,1,52,0.0707,120.008,0.302,2014
0.0347,0.495,236489,0.973,0,0,7,0.432,-0.947,0,60,0.283,102.058,0.763,2014
0.000591,0.399,180000,0.707,0,0.201,11,0.126,-7.809,1,51,0.0307,125.137,0.577,2014
0.0193,0.816,198933,0.729,1,7.76E-06,2,0.182,-6.274,1,52,0.0459,111.989,0.298,2014
0.00108,0.448,289187,0.955,0,0.837,5,0.371,-2.945,0,56,0.0441,99.994,0.39,2014
0.786,0.658,209493,0.381,1,0.00107,1,0.426,-7.206,1,49,0.438,89.961,0.543,2014
0.00149,0.491,165832,0.771,0,0.000262,9,0.232,-5.037,1,56,0.041,103.005,0.242,2014
0.975,0.613,196806,0.314,0,8.41E-06,1,0.0946,-9.575,1,57,0.031,132.776,0.421,2014
0.00266,0.753,195516,0.682,1,0,2,0.0895,-6.798,1,49,0.276,143.995,0.214,2014
0.0529,0.758,247220,0.391,1,0.000867,9,0.106,-12.676,0,52,0.0453,114.006,0.895,2014
0.236,0.79,207027,0.493,0,0.000812,10,0.29,-10.715,1,49,0.0567,78.018,0.549,2014
0.0513,0.453,198333,0.839,0,0,11,0.348,-3.702,1,54,0.0511,160.16,0.55,2015
0.166,0.336,199315,0.664,0,1.31E-06,7,0.0575,-5.68,1,60,0.102,186.394,0.294,2015
0.00195,0.654,169827,0.749,0,0,1,0.0956,-5.383,0,53,0.0257,108.004,0.774,2015
0.107,0.703,214757,0.806,1,0,2,0.134,-6.415,1,53,0.153,94.979,0.279,2015
0.623,0.686,289987,0.678,0,0.719,10,0.0971,-8.063,1,61,0.0425,105.005,0.338,2015
0.0228,0.901,196905,0.249,1,0.00408,11,0.107,-8.694,1,54,0.218,144.006,0.132,2015
0.00192,0.597,240006,0.544,0,0.0562,1,0.07,-8.868,0,65,0.062,105.014,0.263,2015
0.314,0.43,193427,0.734,0,0.000286,9,0.0808,-10.043,0,55,0.102,133.992,0.0634,2015
0.00146,0.367,194672,0.978,0,0,5,0.113,-2.308,1,55,0.232,135.15,0.639,2015
0.82,0.574,297573,0.372,0,0,4,0.115,-7.75,1,55,0.0616,118.545,0.425,2015
0.779,0.713,95143,0.303,0,0.00336,11,0.465,-12.477,1,58,0.11,76.022,0.812,2015
0.404,0.426,257693,0.634,0,0.00356,4,0.222,-7.116,1,53,0.0341,98.925,0.284,2015
0.0187,0.606,210606,0.656,0,0.00654,2,0.44,-6.85,0,56,0.0361,126.044,0.454,2015
0.0399,0.767,238183,0.547,0,0.485,7,0.0949,-11.458,0,64,0.0474,103.03,0.66,2015
0.00986,0.56,254600,0.827,0,1.13E-05,2,0.328,-5.393,1,53,0.0266,89.93,0.639,2015
0.337,0.559,254693,0.535,1,0,3,0.105,-8.136,0,63,0.274,96.989,0.62,2015
0.128,0.577,266973,0.462,0,0,2,0.0822,-7.989,1,61,0.0279,128.303,0.258,2015
0.0159,0.74,217679,0.546,0,8.41E-05,7,0.209,-5.674,0,55,0.0498,130.028,0.375,2015
0.229,0.393,230867,0.487,0,0,0,0.128,-6.348,1,57,0.0337,151.958,0.3,2015
0.00145,0.422,192120,0.95,0,1.10E-05,4,0.245,-4.603,1,53,0.0661,160.02,0.472,2015
0.0971,0.776,231813,0.715,1,0.0131,5,0.247,-6.587,0,58,0.0505,99.951,0.502,2015
0.0412,0.723,298133,0.539,0,0.0132,0,0.0343,-8.041,1,59,0.038,108.946,0.283,2015
0.526,0.474,227333,0.528,0,0,7,0.109,-8.588,1,55,0.0276,144.366,0.364,2015
0.395,0.427,162467,0.558,0,3.69E-05,1,0.136,-6.374,0,64,0.0685,86.141,0.605,2015
0.197,0.5,239467,0.622,1,0,1,0.116,-7.282,1,56,0.619,165.503,0.252,2015
0.00159,0.642,227344,0.823,0,0,0,0.0776,-5.717,1,54,0.0289,122.977,0.431,2015
0.829,0.518,228834,0.39,0,0,9,0.0729,-6.083,1,61,0.0937,84.092,0.311,2015
0.0472,0.56,244824,0.731,0,0,2,0.282,-6.121,1,57,0.0281,99.978,0.4,2015
0.321,0.427,295280,0.586,0,0,0,0.0818,-5.325,1,65,0.0286,178.059,0.509,2015
0.643,0.437,319959,0.526,0,0,11,0.325,-5.876,0,56,0.174,76.162,0.394,2015
0.00857,0.697,209280,0.841,0,4.41E-05,7,0.661,-4.339,1,65,0.0399,153.982,0.697,2015
0.283,0.563,210520,0.383,0,2.59E-06,2,0.127,-7.544,0,58,0.0322,173.984,0.357,2015
0.0226,0.783,305817,0.81,0,0.257,10,0.119,-4.041,0,57,0.0794,124.028,0.38,2015
0.115,0.738,206526,0.535,0,0,2,0.215,-5.822,1,55,0.0472,95.03,0.447,2015
0.33,0.752,272733,0.498,0,0.000134,5,0.351,-11.936,1,65,0.0412,109.992,0.505,2015
0.291,0.436,297147,0.6,0,0,9,0.0996,-4.403,1,54,0.0273,145.009,0.18,2015
0.474,0.72,89293,0.422,0,0.0847,1,0.155,-13.338,0,66,0.069,112.219,0.546,2015
0.00146,0.554,236748,0.878,0,0,11,0.0998,-3.02,0,61,0.0513,132.889,0.55,2015
0.353,0.534,282885,0.618,0,0,0,0.323,-4.56,1,58,0.0333,150.267,0.597,2015
0.00102,0.65,233160,0.879,0,0,9,0.0483,-2.886,1,61,0.0731,166.897,0.536,2015
0.82,0.574,297573,0.372,0,0,4,0.115,-7.75,1,55,0.0616,118.545,0.425,2015
8.79E-05,0.497,165863,0.986,1,1.36E-06,7,0.0889,-4.083,1,52,0.0937,175.56,0.556,2015
0.9,0.51,173846,0.213,0,0.0487,6,0.0978,-6.717,0,57,0.176,77.976,0.173,2015
0.00142,0.497,233011,0.627,0,0,6,0.619,-6.141,0,54,0.0319,79.93,0.193,2015
0.462,0.478,199653,0.588,0,0.00109,8,0.069,-8.032,1,59,0.0304,110.918,0.341,2015
0.156,0.568,193613,0.527,0,0,4,0.136,-10.206,0,53,0.0249,104.93,0.761,2015
0.939,0.732,280227,0.243,0,0,0,0.111,-6.023,1,58,0.0435,102.087,0.106,2015
0.328,0.73,188160,0.826,0,1.86E-06,8,0.0725,-4.33,1,53,0.0371,96.974,0.871,2015
0.0234,0.378,234240,0.925,0,0.00062,9,0.18,-3.781,1,61,0.185,108.525,0.584,2015
0.371,0.384,261370,0.366,0,9.17E-05,7,0.101,-10.65,1,59,0.0329,138.134,0.199,2015
0.193,0.464,195840,0.775,1,0,10,0.155,-5.374,0,54,0.263,148.442,0.438,2015
0.05,0.903,156000,0.612,1,0.000123,7,0.0736,-7.789,1,58,0.319,100.013,0.672,2015
0.124,0.683,211152,0.634,0,0,5,0.0411,-3.89,1,58,0.0392,86.54,0.619,2015
0.00766,0.658,227813,0.877,0,2.54E-05,10,0.127,-5.502,0,53,0.0352,99.979,0.346,2015
0.114,0.786,197773,0.607,0,0.372,2,0.104,-7.992,0,54,0.0517,125.811,0.56,2015
0.208,0.302,224360,0.698,0,0.00494,2,0.123,-5.702,1,54,0.0482,78.411,0.393,2015
0.183,0.815,304333,0.84,0,0.0843,5,0.0866,-4.331,0,63,0.107,122.988,0.587,2015
0.105,0.505,264682,0.548,0,0,8,0.0982,-6.54,1,60,0.0314,66.604,0.298,2015
0.237,0.909,156908,0.594,0,0.000218,7,0.0771,-5.745,1,60,0.107,114.9,0.946,2015
0.04,0.728,190821,0.801,0,0,6,0.0415,-4.428,0,61,0.0439,123.953,0.656,2015
0.947,0.301,159765,0.0735,0,0.948,1,0.2,-18.013,1,59,0.0468,130.261,0.256,2015
0.0189,0.489,224493,0.719,0,0.000154,11,0.149,-6.815,0,57,0.0507,128.075,0.209,2015
0.0535,0.384,217173,0.955,0,0.000997,9,0.0958,-2.884,0,57,0.266,171.888,0.199,2015
0.0322,0.431,201549,0.836,0,2.34E-05,5,0.105,-4.428,1,57,0.0395,74.473,0.75,2015
0.0216,0.891,182334,0.67,1,0,1,0.0416,-6.367,1,55,0.192,106.016,0.18,2015
0.0608,0.571,211460,0.815,0,0,6,0.163,-3.267,1,53,0.0321,120.008,0.664,2015
0.0182,0.709,229320,0.913,0,0,7,0.167,-5.148,1,56,0.0748,108.024,0.519,2015
0.00943,0.507,282273,0.934,0,0.0018,8,0.222,-2.325,0,57,0.188,175.954,0.471,2015
0.0202,0.579,222853,0.567,0,1.00E-06,10,0.246,-6.288,1,54,0.0314,136.06,0.215,2015
0.00311,0.779,233400,0.629,1,0,10,0.254,-6.797,0,55,0.274,116.53,0.185,2015
0.142,0.743,234707,0.858,0,5.78E-06,7,0.311,-5.836,1,52,0.0369,104.815,0.917,2015
0.0113,0.339,183808,0.707,0,0,0,0.337,-5.121,0,58,0.0428,173.993,0.359,2015
0.417,0.59,124853,0.644,1,0,5,0.19,-6.788,1,55,0.0755,100.024,0.415,2015
0.975,0.234,191067,0.139,0,0.889,9,0.0814,-16.854,0,57,0.0342,102.682,0.12,2015
0.00435,0.584,192720,0.641,0,1.22E-06,1,0.113,-6.637,1,58,0.0284,88.033,0.353,2015
0.686,0.298,172656,0.391,0,0,0,0.0754,-6.821,1,51,0.0327,83.561,0.14,2015
3.06E-05,0.522,305744,0.979,1,0.000206,7,0.201,-4.38,1,52,0.0549,130.018,0.26,2015
0.151,0.82,193987,0.615,0,0,0,0.204,-4.548,1,64,0.0466,129.874,0.768,2015
0.974,0.547,55413,0.208,0,0.973,11,0.104,-17.949,0,57,0.0369,119.474,0.347,2015
0.000438,0.66,184413,0.638,0,0.0191,0,0.107,-6.827,1,55,0.0379,108.004,0.558,2015
0.0232,0.702,275587,0.579,0,0,8,0.892,-8.406,1,53,0.206,81.472,0.469,2015
0.162,0.381,311933,0.562,0,0.00214,7,0.303,-2.34,1,52,0.0318,147.515,0.543,2015
0.805,0.684,214720,0.445,0,7.24E-06,8,0.178,-6.795,0,57,0.0328,120.073,0.428,2015
0.141,0.644,214987,0.643,0,1.30E-06,6,0.101,-7.241,1,53,0.0275,99.967,0.606,2015
0.000727,0.577,209096,0.751,0,0,3,0.102,-4.352,0,59,0.0356,129.014,0.506,2015
0.18,0.405,232129,0.808,0,0.000412,0,0.133,-3.867,0,60,0.0355,122.043,0.32,2015
0.0026,0.598,146133,0.754,1,0,7,0.261,-2.686,1,52,0.0497,104.619,0.771,2015
0.199,0.626,223440,0.632,0,5.44E-05,10,0.0748,-7.918,1,52,0.0426,88.521,0.66,2015
0.799,0.76,127530,0.444,0,0.606,2,0.352,-5.546,1,58,0.135,92.59,0.342,2015
0.0355,0.443,259293,0.526,0,0,7,0.109,-5.903,1,54,0.0305,75.976,0.161,2015
0.187,0.855,146571,0.775,1,0,10,0.15,-3.856,0,53,0.392,128.067,0.37,2015
0.000372,0.405,239747,0.928,0,0.00204,8,0.0944,-3.222,1,54,0.0503,170.969,0.696,2015
0.987,0.358,158786,0.161,0,0.0315,1,0.11,-16.848,1,56,0.0368,83.351,0.204,2015
0.0138,0.559,172987,0.784,0,0,7,0.0619,-7.051,1,54,0.0428,160.017,0.867,2015
0.0151,0.562,216067,0.695,0,0.119,6,0.122,-4.662,1,55,0.0332,118.174,0.446,2015
0.0422,0.418,195984,0.665,0,0.0655,5,0.125,-7.868,1,55,0.0368,157.063,0.245,2015
0.767,0.616,225839,0.454,0,3.48E-05,4,0.105,-8.504,1,72,0.0273,99.998,0.249,2015
0.00977,0.593,336480,0.549,1,2.78E-06,5,0.132,-5.952,1,51,0.0376,60.003,0.512,2015
0.325,0.665,181368,0.409,0,1.29E-05,0,0.0747,-10.037,1,54,0.787,151.355,0.296,2015
0.00983,0.714,178177,0.884,0,0,11,0.439,-2.932,1,62,0.113,145.074,0.584,2015
0.975,0.198,122723,0.000413,0,0.864,6,0.11,-37.624,1,62,0.0432,69.492,0.0674,2016
0.0579,0.293,225427,0.586,0,3.68E-06,1,0.123,-5.63,1,59,0.0342,81.723,0.226,2016
0.126,0.764,227880,0.525,1,0.000545,4,0.116,-7.486,0,57,0.181,137.984,0.136,2016
0.958,0.135,118178,0.00256,0,0.92,1,0.112,-37.495,1,61,0.0457,73.062,0.0443,2016
0.954,0.136,131840,0.000553,0,0.9,6,0.112,-35.699,1,61,0.0458,76.037,0.0541,2016
0.152,0.893,121979,0.907,1,0.0311,11,0.558,-10.406,1,61,0.367,99.971,0.302,2016
0.0142,0.56,144240,0.964,1,1.18E-06,7,0.145,-5.353,1,57,0.0642,135.638,0.781,2016
0.916,0.189,119510,0.00301,0,0.864,2,0.091,-36.57,1,61,0.0479,62.691,0.0375,2016
0.957,0.157,119406,0.000553,0,0.919,0,0.106,-38.094,1,61,0.0482,69.712,0.0386,2016
0.0322,0.662,221280,0.904,0,0.00068,1,0.279,-4.611,0,54,0.0472,129.945,0.696,2016
0.323,0.21,180036,0.673,0,0.878,0,0.154,-7.982,0,59,0.043,75.831,0.104,2016
0.204,0.661,218480,0.635,0,0.00114,10,0.186,-7.423,0,64,0.0645,99.972,0.365,2016
0.127,0.439,290674,0.923,0,0,0,0.268,-5.845,0,59,0.0959,90.041,0.54,2016
0.324,0.717,298035,0.602,1,1.10E-05,0,0.0923,-9.441,0,57,0.323,124.003,0.539,2016
0.924,0.335,239362,0.251,0,0,2,0.111,-6.225,1,62,0.0317,153.298,0.0863,2016
0.134,0.535,375427,0.505,0,1.95E-05,7,0.63,-8.357,1,55,0.0269,90.057,0.526,2016
0.192,0.775,293400,0.857,0,0,8,0.268,-5.397,1,59,0.0354,100.02,0.856,2016
0.0384,0.695,216094,0.755,1,0,8,0.218,-7.177,0,60,0.211,128.103,0.206,2016
0.845,0.471,307173,0.273,0,0,1,0.12,-10.072,1,62,0.0324,138.683,0.188,2016
0.951,0.204,120451,0.00107,0,0.883,1,0.12,-37.221,1,61,0.0502,68.724,0.0351,2016
0.0722,0.649,270222,0.885,0,8.03E-05,1,0.101,-2.012,1,59,0.106,134.932,0.719,2016
0.182,0.673,204069,0.619,1,0,4,0.119,-3.766,0,54,0.0692,155.916,0.325,2016
0.00301,0.661,235896,0.825,0,0.00454,1,0.152,-9.409,1,59,0.0456,130.013,0.492,2016
0.355,0.882,181577,0.375,1,7.70E-06,3,0.327,-11.342,0,57,0.207,120.055,0.656,2016
0.109,0.411,289309,0.618,1,0,4,0.279,-4.964,0,58,0.0469,120.734,0.211,2016
0.199,0.782,249587,0.359,1,0.00105,0,0.106,-9.335,0,58,0.283,143.041,0.0708,2016
0.973,0.154,123272,0.000891,0,0.912,1,0.116,-37.952,1,61,0.0537,66.507,0.035,2016
0.105,0.562,205920,0.906,0,0,4,0.145,-2.085,1,62,0.0758,124.146,0.674,2016
0.633,0.471,282329,0.352,0,2.75E-05,2,0.115,-9.699,1,62,0.0391,118.333,0.102,2016
0.903,0.273,589095,0.102,0,0.721,0,0.268,-16.843,0,55,0.0494,120.378,0.0583,2016
0.599,0.445,229680,0.446,0,2.21E-05,8,0.339,-7.468,0,62,0.0312,90.927,0.389,2016
0.18,0.843,182098,0.881,1,0,2,0.0832,-4.979,1,54,0.175,143.022,0.428,2016
0.038,0.609,226307,0.806,0,0.00615,0,0.0712,-6.581,0,58,0.0381,100.052,0.0754,2016
0.0185,0.666,172307,0.74,0,0,7,0.0741,-7.606,1,54,0.031,120.056,0.826,2016
0.925,0.145,117656,0.00263,0,0.938,0,0.0897,-37.193,1,61,0.0531,71.558,0.0384,2016
0.0113,0.407,214733,0.925,0,0.0025,11,0.192,-4.155,0,56,0.0747,151.993,0.119,2016
0.971,0.304,245200,0.229,0,0.408,4,0.109,-14.678,1,60,0.033,80.118,0.155,2016
0.958,0.0768,123716,0.00273,0,0.786,11,0.0913,-37.35,1,61,0.0517,76.542,0.0384,2016
0.132,0.606,272973,0.534,0,1.10E-06,1,0.148,-6.904,1,57,0.512,111.044,0.561,2016
0.299,0.593,209667,0.593,1,0.001,10,0.308,-8.443,1,54,0.193,73.609,0.161,2016
0.913,0.137,117969,0.000998,0,0.928,5,0.109,-38.069,1,61,0.05,63.951,0.0365,2016
0.505,0.62,238400,0.515,1,6.50E-05,4,0.103,-8.174,0,59,0.172,73.997,0.375,2016
0.145,0.729,241800,0.377,1,0.511,8,0.136,-7.51,1,56,0.28,152.957,0.102,2016
0.519,0.612,176632,0.409,0,0,7,0.0554,-6.797,1,55,0.0292,78.969,0.698,2016
0.211,0.426,222293,0.662,0,0.00652,11,0.176,-6.158,1,61,0.0319,78.247,0.359,2016
0.248,0.779,225960,0.389,0,5.13E-06,10,0.0641,-6.278,1,62,0.0312,114.941,0.674,2016
0.000439,0.321,285880,0.906,0,0,11,0.0862,-3.967,1,66,0.141,189.776,0.641,2016
0.987,0.296,220773,0.0435,0,0.857,0,0.0786,-29.73,1,61,0.0411,72.282,0.0302,2016
0.798,0.553,186584,0.274,0,7.13E-06,1,0.103,-12.564,1,61,0.0379,86.672,0.208,2016
0.167,0.751,197333,0.688,0,0.00112,1,0.417,-8.475,1,60,0.216,90.07,0.675,2016
0.0583,0.152,275253,0.975,0,0,7,0.124,-3.072,0,55,0.26,178.947,0.365,2016
0.838,0.857,92250,0.146,0,0.954,4,0.109,-10.946,1,61,0.33,82.9,0.776,2016
0.547,0.729,212627,0.546,0,0.00287,7,0.0651,-9.305,1,64,0.0285,119.941,0.406,2016
0.0908,0.737,195743,0.476,0,5.39E-05,4,0.0968,-5.825,0,63,0.0262,90.028,0.555,2016
0.0317,0.706,190222,0.758,1,0,7,0.489,-7.543,1,57,0.126,134.867,0.523,2016
0.72,0.7,203069,0.577,0,0,7,0.109,-5.328,0,61,0.03,104.872,0.779,2016
0.0578,0.667,216774,0.493,1,0,5,0.367,-11.207,0,56,0.0546,124.128,0.313,2016
0.0153,0.596,238387,0.732,0,0,2,0.318,-6.189,1,62,0.0401,99.98,0.228,2016
0.0615,0.77,222261,0.751,0,2.15E-05,10,0.073,-6.315,1,57,0.0456,127.962,0.52,2016
0.0526,0.746,192093,0.898,0,0,3,0.0858,-2.818,0,65,0.0725,121.967,0.879,2016
0.0183,0.728,242573,0.822,0,0,6,0.287,-4.118,1,55,0.0252,126.015,0.849,2016
0.963,0.0774,121626,0.000989,0,0.902,3,0.0915,-37.557,1,61,0.0515,172.66,0.039,2016
0.994,0.229,92745,0.0189,0,0.921,6,0.0943,-29.919,1,61,0.0449,95.535,0.116,2016
0.179,0.86,233293,0.625,1,0.000136,2,0.3,-6.922,1,56,0.105,120.994,0.221,2016
0.536,0.796,196570,0.794,0,0.29,5,0.0896,-5.661,0,57,0.0386,136.055,0.853,2016
0.181,0.658,225748,0.785,0,0.00223,0,0.724,-8.513,1,58,0.036,125.015,0.345,2016
0.914,0.557,176387,0.4,0,0.000897,0,0.107,-8.16,1,59,0.0274,100.205,0.348,2016
0.00591,0.373,360829,0.469,0,0.00887,0,0.0656,-7.282,1,61,0.0415,150.74,0.22,2016
0.0906,0.616,259613,0.538,0,8.98E-06,0,0.192,-9.165,0,62,0.17,127.948,0.278,2016
0.00909,0.71,172013,0.805,1,0,1,0.141,-5.471,1,58,0.0637,92.601,0.897,2016
0.0073,0.878,185202,0.22,1,0.000129,4,0.166,-16.615,1,56,0.0805,94.97,0.365,2016
0.104,0.365,268733,0.804,0,6.58E-05,9,0.15,-5.922,0,64,0.105,171.597,0.577,2016
0.0206,0.731,158474,0.639,0,1.29E-05,9,0.0789,-6.597,1,53,0.0359,122.08,0.527,2016
0.942,0.546,204400,0.26,1,5.09E-06,1,0.128,-12.573,1,59,0.125,155.033,0.421,2016
0.0253,0.794,226154,0.524,1,0.00613,4,0.11,-7.625,1,56,0.115,130.122,0.604,2016
0.292,0.725,279507,0.64,1,0,9,0.128,-5.627,0,55,0.0605,138.113,0.489,2016
0.387,0.622,136200,0.542,0,0,7,0.114,-6.215,0,58,0.051,174.494,0.939,2016
0.793,0.425,236348,0.294,0,8.43E-06,10,0.367,-10.754,1,56,0.0498,186.027,0.312,2016
0.379,0.563,302960,0.574,0,4.66E-05,5,0.142,-6.354,0,55,0.0286,171.901,0.814,2016
0.301,0.745,207600,0.88,0,0.000544,10,0.361,-3.701,0,53,0.0319,100.018,0.538,2016
0.413,0.889,150622,0.324,1,0,5,0.09,-7.55,0,56,0.0468,110.041,0.577,2016
0.762,0.826,375903,0.423,0,0.0689,4,0.105,-11.127,1,62,0.0445,100.042,0.891,2016
0.134,0.776,228467,0.684,0,0,11,0.254,-4.95,1,65,0.0511,91.003,0.658,2016
0.152,0.72,231811,0.746,0,0,0,0.276,-3.143,0,64,0.107,90.026,0.587,2016
0.0904,0.577,180213,0.583,0,0,5,0.0937,-7.257,0,61,0.0433,80.002,0.406,2016
0.483,0.704,228889,0.241,1,0.0865,0,0.14,-16.536,1,57,0.032,107.992,0.0631,2016
0.339,0.891,358507,0.491,1,0,8,0.296,-8.874,1,57,0.118,133.984,0.806,2016
0.425,0.467,255467,0.397,1,0.578,0,0.0989,-11.707,0,58,0.0574,139.97,0.0993,2016
0.453,0.667,181000,0.667,0,0.00361,9,0.703,-10.578,1,58,0.0346,118.952,0.504,2016
0.277,0.726,243413,0.861,1,4.12E-06,6,0.0534,-5.167,1,57,0.0695,91.966,0.711,2016
0.405,0.698,106333,0.255,1,0.00242,4,0.0985,-8.647,0,58,0.0303,132.036,0.243,2016
0.129,0.738,223504,0.684,0,6.40E-06,0,0.266,-5.55,1,59,0.0343,90.01,0.841,2016
0.294,0.713,187601,0.967,1,0,11,0.744,-4.757,0,58,0.442,148.527,0.7,2016
0.0815,0.634,205693,0.832,1,0,11,0.429,-3.879,0,58,0.0463,145.966,0.772,2016
0.994,0.679,114462,0.0809,0,0.942,9,0.0969,-21.97,1,62,0.0583,130.049,0.195,2016
0.128,0.726,151615,0.597,1,0.0326,7,0.131,-8.574,1,56,0.145,83.021,0.367,2016
0.0546,0.42,235587,0.466,1,0.00389,9,0.298,-5.298,1,59,0.0326,115.004,0.185,2016
0.0432,0.852,263800,0.651,0,0.0192,8,0.158,-6.254,1,63,0.0411,131.01,0.96,2016
0.00916,0.593,226480,0.614,1,1.53E-06,2,0.228,-2.818,1,55,0.0317,150.078,0.688,2016
0.658,0.57,164539,0.435,0,0.000885,11,0.13,-6.539,0,54,0.0337,83.255,0.569,2016
0.325,0.793,180707,0.312,1,0.00324,3,0.111,-12.01,0,63,0.0602,84.97,0.525,2017
0.0376,0.733,173720,0.892,0,0,0,0.137,-3.641,1,67,0.0417,95.989,0.675,2017
0.479,0.599,215773,0.518,0,0.00435,8,0.136,-7.902,1,59,0.0333,95.031,0.455,2017
0.995,0.514,230000,0.0282,0,0.95,11,0.111,-20.249,1,65,0.0693,96.015,0.244,2017
0.0663,0.589,240508,0.826,0,0.000735,0,0.367,-4.577,0,62,0.0776,117.099,0.215,2017
0.342,0.629,226979,0.579,0,0.0856,3,0.119,-6.859,0,58,0.0358,124.966,0.326,2017
0.702,0.661,123418,0.748,1,0,6,0.228,-7.464,0,60,0.348,77.882,0.881,2017
0.219,0.556,204424,0.681,1,0,2,0.117,-4.237,1,57,0.142,156.137,0.663,2017
0.192,0.769,218744,0.482,1,0,10,0.0903,-7.205,1,61,0.0502,120.959,0.487,2017
0.168,0.577,354664,0.611,0,0.92,9,0.106,-13.535,1,64,0.0323,150.91,0.177,2017
0.594,0.691,240091,0.381,1,0,2,0.109,-13.269,0,61,0.235,109.918,0.364,2017
0.101,0.439,251284,0.681,0,0.000232,0,0.395,-5.516,1,65,0.15,168.082,0.3,2017
0.0329,0.437,205267,0.834,0,1.03E-06,6,0.383,-3.807,1,58,0.0404,154.053,0.436,2017
0.00556,0.476,188886,0.964,0,0,8,0.268,-4.683,1,60,0.127,167.112,0.724,2017
0.241,0.161,195195,0.162,0,0.973,1,0.112,-26.315,1,63,0.115,127.795,0.0283,2017
0.934,0.759,168206,0.468,0,0.102,10,0.115,-7.969,1,60,0.0464,119.872,0.347,2017
0.11,0.625,218005,0.98,0,8.07E-06,5,0.409,-4.222,0,65,0.132,113.027,0.408,2017
0.00273,0.524,199973,0.772,0,0.000169,7,0.224,-6.696,0,63,0.152,169.855,0.237,2017
0.00338,0.666,261986,0.665,0,0.000104,9,0.068,-5.116,0,59,0.0278,96.994,0.364,2017
0.0103,0.554,206827,0.903,0,0,8,0.107,-3.152,1,59,0.0515,112.998,0.419,2017
0.00705,0.743,231897,0.733,0,0.00753,2,0.0565,-5.576,1,61,0.0352,122.975,0.726,2017
0.243,0.887,184000,0.737,1,4.11E-05,6,0.109,-6.489,0,61,0.16,104.924,0.685,2017
0.000443,0.485,279309,0.892,0,0,2,0.1,-3.586,0,66,0.0809,142.046,0.576,2017
0.0112,0.788,189230,0.689,1,0,8,0.22,-7.211,1,59,0.13,136.045,0.681,2017
0.887,0.637,227619,0.129,0,0,11,0.0719,-17.082,1,66,0.0346,125.802,0.298,2017
0.872,0,104516,2.03E-05,0,1,1,0.0954,-27.194,1,63,0,0,0,2017
0.0848,0.478,252218,0.851,0,0,6,0.48,-5.936,0,65,0.377,155.856,0.575,2017
0.0431,0.739,209142,0.754,1,0,8,0.0999,-5.034,1,60,0.035,150.017,0.793,2017
0.00306,0.295,272787,0.663,0,0,7,0.114,-5.253,1,57,0.0337,100.01,0.199,2017
0.0103,0.868,151632,0.55,1,0.000297,11,0.108,-8.926,0,60,0.363,151.917,0.201,2017
0.0583,0.808,223147,0.69,0,0,1,0.103,-4.151,1,66,0.148,125.086,0.64,2017
0.455,0.774,261973,0.603,0,0,3,0.0901,-4.424,1,64,0.0409,97.58,0.759,2017
0.0653,0.416,205187,0.825,0,0,7,0.342,-4.709,1,57,0.0403,135.912,0.397,2017
0.000744,0.811,155474,0.642,1,0,8,0.0981,-6.161,1,60,0.0661,160.946,0.546,2017
0.128,0.743,192293,0.523,0,0.000124,7,0.135,-10.288,1,63,0.0867,92.006,0.316,2017
0.0639,0.627,168149,0.748,1,0,11,0.135,-6.976,1,60,0.125,99.965,0.54,2017
0.116,0.529,242007,0.638,0,0,0,0.0964,-7.104,1,63,0.0301,169.96,0.504,2017
0.315,0.559,176027,0.466,0,0.0039,5,0.0933,-6.769,1,63,0.0362,117.21,0.623,2017
0.105,0.667,220987,0.797,1,0,11,0.17,-6.012,0,57,0.35,180.015,0.816,2017
0.135,0.686,225627,0.525,0,0,2,0.11,-6.721,1,58,0.0331,132.927,0.322,2017
0.0556,0.722,180000,0.833,0,0,6,0.195,-3.915,1,69,0.094,93.941,0.53,2017
0.0777,0.709,225200,0.779,0,7.47E-06,7,0.306,-3.534,0,68,0.0464,102.024,0.701,2017
0.547,0.858,234920,0.6,0,0.00113,2,0.132,-6.677,1,64,0.063,106.023,0.513,2017
0.0787,0.79,264862,0.56,1,0,1,0.344,-7.043,1,59,0.341,145.012,0.133,2017
0.00217,0.396,234535,0.718,0,0.00077,0,0.332,-6.794,0,59,0.0814,165.272,0.366,2017
0.66,0.447,200898,0.216,0,0.011,11,0.139,-12.815,0,65,0.0508,134.868,0.0396,2017
